Customer ID,Age,Under 30,Senior Citizen,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Customer Status,Churn Label,Churn Score,CLTV,Gender_Male,Married_Yes,Dependents_Yes,Churn Category_Competitor,Churn Category_Dissatisfaction,Churn Category_Other,Churn Category_Price,Churn Reason_Attitude of support person,Churn Reason_Competitor had better devices,Churn Reason_Competitor made better offer,Churn Reason_Competitor offered higher download speeds,Churn Reason_Competitor offered more data,Churn Reason_Deceased,Churn Reason_Don't know,Churn Reason_Extra data charges,Churn Reason_Lack of affordable download/upload speed,Churn Reason_Lack of self-service on Website,Churn Reason_Limited range of services,Churn Reason_Long distance charges,Churn Reason_Moved,Churn Reason_Network reliability,Churn Reason_Poor expertise of online support,Churn Reason_Poor expertise of phone support,Churn Reason_Price too high,Churn Reason_Product dissatisfaction,Churn Reason_Service dissatisfaction
0640-YJTPY,19,Yes,No,1,United States,California,Smartville,95977,39.176595,-121.291692,963,Q3,Yes,3,72,Offer A,Yes,5.7,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,21.0,1493.75,0.0,-0.27330037394865414,-0.4000700250567798,-0.3944951523450327,1.460650080192878,Stayed,No,71,0.4849680993220999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8096-LOIST,57,No,No,0,United States,California,Stirling City,95978,39.904002,-121.527823,28,Q3,No,0,19,Offer D,Yes,40.22,No,Yes,Cable,22,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,56.2,1093.4,0.0,-0.27330037394865414,0.017813299410093363,-0.41074994525663683,1.460650080192878,Stayed,No,38,-0.8591029689540708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9764-REAFF,60,No,No,0,United States,California,Stonyford,95979,39.288127,-122.415841,844,Q3,Yes,9,59,Offer B,Yes,26.99,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,18.4,1057.85,0.0,-0.27330037394865414,0.996114802669742,-0.13407291615699504,0.6284068543374908,Stayed,No,20,-0.021383202500180762,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7107-UBYKY,62,No,No,1,United States,California,Sutter,95982,39.172777,-121.805845,3193,Q3,Yes,5,35,Offer C,Yes,24.76,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.75,882.55,0.0,-0.27330037394865414,0.13879133686811018,-0.44859635271648707,1.460650080192878,Stayed,No,49,-0.174387519077531,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4881-GQJTW,64,No,No,0,United States,California,Taylorsville,95983,40.053684,-120.743116,513,Q3,No,0,14,Offer D,Yes,8.54,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,300.4,0.0,-0.27330037394865414,-0.7436089082269572,-0.9125368335018641,0.6284068543374908,Stayed,No,40,-1.3130439523907398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7876-DNYAP,29,Yes,No,2,United States,California,Washington,95986,39.34128,-120.786867,145,Q3,Yes,7,69,Offer A,Yes,8.39,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.8,1436.95,0.0,-0.27330037394865414,-0.20102678065089807,-0.355503893677322,1.460650080192878,Stayed,No,36,0.8645202437598362,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2882-WDTBA,64,No,No,0,United States,California,Willows,95988,39.493991,-122.286363,8812,Q3,Yes,4,69,Offer A,Yes,44.33,No,Yes,Cable,18,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,75.75,5388.15,0.0,-0.27330037394865414,2.7281725551295875,1.8891933041345839,0.6284068543374908,Stayed,No,75,1.2161765735729726,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091-GPPIQ,56,No,No,0,United States,California,Yuba City,95991,39.02741,-121.614982,34967,Q3,Yes,10,72,Offer A,Yes,26.04,Yes,Yes,Cable,6,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,78.95,5730.15,0.0,-0.27330037394865414,1.3297670799668129,1.5953400165170113,1.460650080192878,Stayed,No,76,0.5492130057302691,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5071-FBJFS,61,No,No,1,United States,California,Redding,96001,40.587919,-122.464732,31586,Q3,Yes,8,4,None,Yes,44.64,No,Yes,Cable,21,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.3,217.1,0.0,-0.27330037394865414,-0.6739183769828352,-0.9210185055600987,-0.20383637151789624,Stayed,No,73,-1.059445637621651,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796-UUZZO,30,No,No,2,United States,California,Redding,96002,40.527834,-122.318749,30338,Q3,Yes,9,63,Offer B,Yes,18.88,No,Yes,Fiber Optic,48,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,80.3,4896.35,0.0,1.3201222533033088,0.5201284742723876,1.0790260833720424,0.6284068543374908,Stayed,No,66,0.6396630713312441,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429-AYKKO,52,No,No,0,United States,California,Redding,96003,40.677649,-122.29467,41476,Q3,No,0,72,Offer A,Yes,3.43,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.85,1434.1,0.0,-0.27330037394865414,-0.5931246085574462,-0.47236248647966345,1.460650080192878,Stayed,No,22,0.32942779959705876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9798-OPFEM,42,No,No,0,United States,California,Adin,96006,41.171578,-120.913161,615,Q3,No,0,46,Offer B,Yes,32.78,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,21.1,937.1,0.0,-0.27330037394865414,0.8962683517194768,-0.2057238478489445,1.460650080192878,Stayed,No,37,0.3302731273129557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3794-NFNCH,53,No,No,0,United States,California,Bella Vista,96008,40.722733,-122.109666,899,Q3,Yes,10,30,Offer C,Yes,23.16,No,Yes,DSL,6,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.0,1474.9,0.0,-0.27330037394865414,-0.06413804055121497,-0.3018075797086476,0.6284068543374908,Stayed,No,29,0.26602822090478656,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5193-QLVZB,52,No,No,0,United States,California,Bieber,96009,41.083464,-121.107929,595,Q3,No,0,63,Offer B,Yes,48.75,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.75,6536.5,0.0,-0.27330037394865414,2.7429138742808865,2.2943694101164893,1.460650080192878,Stayed,No,30,1.252525665356542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7114-AEOZE,53,No,No,0,United States,California,Big Bar,96010,40.775272,-123.287414,269,Q3,No,0,60,Offer B,Yes,31.12,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.85,1128.1,0.0,-0.27330037394865414,1.3206954989506283,-0.01364015373011365,0.6284068543374908,Stayed,No,58,1.5323291393184366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5522-NYKPB,26,Yes,No,3,United States,California,Burney,96013,40.946785,-121.719489,4552,Q3,No,0,25,Offer C,Yes,11.79,No,Yes,Fiber Optic,59,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.9,2199.05,0.0,-0.27330037394865414,-0.5366752782497073,-0.1886837149319483,-0.20383637151789624,Stayed,No,79,-1.0543736713262692,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6518-KZXCB,61,No,No,0,United States,California,Cassel,96016,40.936285,-121.572692,344,Q3,No,0,22,Offer D,Yes,4.79,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.25,566.5,0.0,-0.27330037394865414,-0.7603582596344429,-0.8246066760981429,0.6284068543374908,Stayed,No,61,-0.8430417423520284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2245-ADZFJ,58,No,No,0,United States,California,Castella,96017,41.121108,-122.336613,228,Q3,Yes,9,31,Offer C,Yes,28.52,Yes,Yes,DSL,2,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,80.55,2471.6,0.0,-0.27330037394865414,0.15948588106127998,0.11216084393362549,0.6284068543374908,Stayed,No,24,-0.7686529033530958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7776-QGYJC,64,No,No,5,United States,California,Shasta Lake,96019,40.692523,-122.369876,6277,Q3,Yes,7,39,Offer C,Yes,40.68,No,Yes,Fiber Optic,76,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.5,3107.3,0.0,-0.27330037394865414,0.9891575614997777,0.5792112711403552,1.460650080192878,Stayed,No,25,-1.9935327636877946,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9313-QOLTZ,31,No,No,0,United States,California,Chester,96020,40.243494,-121.154733,2664,Q3,No,0,26,Offer C,Yes,31.73,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.9,518.3,0.0,-0.27330037394865414,0.08962998245488368,-0.5902612184891464,-0.20383637151789624,Stayed,No,51,1.2635149256632026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4672-FOTSD,54,No,No,0,United States,California,Dorris,96023,41.949216,-122.050062,1162,Q3,No,0,12,Offer D,Yes,45.8,Yes,Yes,DSL,4,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.25,832.3,0.0,-0.27330037394865414,-0.23564761913844434,-0.5767812935965942,-0.20383637151789624,Stayed,No,56,-0.05604163885195623,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9818-XQCUV,52,No,No,0,United States,California,Dunsmuir,96025,41.212695,-122.392067,2602,Q3,No,0,2,None,Yes,25.92,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,45.3,0.0,-0.27330037394865414,-0.8235994637498717,-1.0252139270754959,-0.20383637151789624,Joined,No,61,1.347202369537002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7338-ERIVA,40,No,No,0,United States,California,Etna,96027,41.405193,-123.008567,2156,Q3,No,0,39,Offer C,No,0.0,No,Yes,DSL,13,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,45.05,1790.6,0.0,-0.27330037394865414,-0.884832635609114,-0.43412864461715306,-0.20383637151789624,Stayed,No,61,-0.3358451128138509,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8259-NFJTV,37,No,No,1,United States,California,Flournoy,96029,39.84784,-122.544556,84,Q3,Yes,8,7,None,No,0.0,No,Yes,Cable,17,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,34.65,246.6,0.0,-0.27330037394865414,-0.884832635609114,-0.9730464083173179,-0.20383637151789624,Stayed,No,45,1.3488930249687958,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6968-GMKPR,39,No,No,0,United States,California,French Gulch,96033,40.740138,-122.587476,373,Q3,No,0,55,Offer B,Yes,22.34,No,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.55,4509.5,0.0,-0.27330037394865414,0.5665022074358494,0.9437416688431909,-0.20383637151789624,Stayed,No,80,0.6481163484902137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4751-ERMAN,43,No,No,0,United States,California,Gazelle,96034,41.411315,-122.697236,392,Q3,Yes,7,72,None,Yes,42.16,No,Yes,Cable,18,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,75.4,5480.25,0.0,-0.27330037394865414,2.700709761037624,1.9132247082995817,-0.20383637151789624,Stayed,No,35,-0.19383005654316116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436-ZMJAN,62,No,No,0,United States,California,Gerber,96035,40.03194,-122.176023,3357,Q3,Yes,6,10,Offer D,Yes,37.08,No,Yes,Cable,7,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,67.8,653.15,0.0,-0.27330037394865414,-0.4468453646714787,-0.7017201624544143,1.460650080192878,Stayed,No,79,-1.4296991771845207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0799-DDIHE,24,Yes,No,3,United States,California,Grenada,96038,41.599978,-122.539381,616,Q3,Yes,7,15,Offer D,Yes,24.27,No,Yes,Cable,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.3,639.45,0.0,-0.27330037394865414,-0.4548184339239842,-0.7088580305034223,1.460650080192878,Stayed,No,68,-1.0966400571211172,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3070-FNFZQ,48,No,No,1,United States,California,Happy Camp,96039,41.831901,-123.487478,1294,Q3,Yes,1,23,Offer D,Yes,39.59,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.4,478.75,0.0,-0.27330037394865414,0.19072850057665341,-0.5741914167788124,0.6284068543374908,Stayed,No,33,0.2516576497345382,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2812-SFXMJ,46,No,No,3,United States,California,Hat Creek,96040,40.789799,-121.474529,397,Q3,No,0,1,None,Yes,7.66,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,20.05,0.0,-0.27330037394865414,-0.8757846785018263,-1.0494477744418833,-0.20383637151789624,Joined,No,27,-0.151563670748313,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5014-WUQMG,23,Yes,No,2,United States,California,Hornbrook,96044,41.962127,-122.527696,1026,Q3,Yes,1,47,Offer B,Yes,15.59,No,Yes,Fiber Optic,52,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.1,4391.45,0.0,-0.27330037394865414,-0.019335297329358087,0.7294241265717044,-0.20383637151789624,Stayed,No,68,1.1772914986417122,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5312-TSZVC,36,No,No,0,United States,California,Hyampom,96046,40.648024,-123.465088,268,Q3,No,0,15,None,Yes,23.56,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.65,270.6,0.0,-0.27330037394865414,-0.46739816541127066,-0.8413187114128864,1.460650080192878,Stayed,No,34,0.3530969756421737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782-JEEBU,39,No,No,0,United States,California,Los Molinos,96055,40.059385,-122.091481,3756,Q3,No,0,21,None,No,0.0,No,Yes,DSL,9,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,36.0,780.15,0.0,-0.27330037394865414,-0.884832635609114,-0.786816115038676,0.6284068543374908,Stayed,No,64,-0.8641749352494525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127-BZENZ,62,No,No,0,United States,California,Mcarthur,96056,41.10831,-121.360362,1554,Q3,Yes,1,56,Offer B,Yes,39.72,Yes,Yes,DSL,11,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,65.2,3512.15,0.0,-0.27330037394865414,1.7425240162031863,0.9431378296390448,-0.20383637151789624,Stayed,No,26,0.3167478838586043,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2720-FVBQP,28,Yes,No,1,United States,California,Mccloud,96057,41.251322,-122.105209,1586,Q3,Yes,1,6,Offer E,Yes,24.83,Yes,Yes,Cable,82,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.95,273.25,0.0,-0.27330037394865414,-0.7088581382404815,-0.9117445126964241,-0.20383637151789624,Stayed,No,30,-1.1321438211887898,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4522-XRWWI,30,No,No,0,United States,California,Manton,96059,40.426679,-121.850421,598,Q3,Yes,1,42,Offer B,Yes,17.31,Yes,Yes,Cable,82,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.45,3375.9,0.0,-0.27330037394865414,-0.02607992331925537,0.3729635337242753,-0.20383637151789624,Stayed,No,62,-0.002785992750447582,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3766-EJLFL,55,No,No,3,United States,California,Mill Creek,96061,40.331975,-121.460674,78,Q3,Yes,1,68,None,Yes,18.42,Yes,Yes,Fiber Optic,53,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.05,7508.55,0.0,-0.27330037394865414,0.5946855307491505,1.998858182487534,0.6284068543374908,Stayed,No,80,1.682797472748096,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5939-SXWHM,59,No,No,3,United States,California,Millville,96062,40.531257,-122.148139,830,Q3,Yes,1,48,Offer B,Yes,20.73,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.3,1245.05,0.0,-0.27330037394865414,0.29050407980022946,-0.2772386539399592,-0.20383637151789624,Stayed,No,72,-1.9352051512909043,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7643-RCHXS,31,No,No,3,United States,California,Montgomery Creek,96065,40.877552,-121.885884,431,Q3,No,0,63,Offer B,Yes,41.84,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.35,1263.85,0.0,-0.27330037394865414,2.228704061289299,0.3020560572374304,0.6284068543374908,Stayed,No,23,0.1400743912361391,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8246-SHFGA,24,Yes,No,0,United States,California,Mount Shasta,96067,41.33832,-122.290756,7309,Q3,No,0,17,None,Yes,34.02,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,21.1,385.55,0.0,-0.27330037394865414,-0.20170006205444302,-0.7226835049983469,-0.20383637151789624,Stayed,No,78,-1.3172705909702245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0620-XEFWH,41,No,No,1,United States,California,Oak Run,96069,40.689243,-122.037023,829,Q3,Yes,1,4,Offer E,Yes,39.04,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,18.85,84.2,0.0,-0.27330037394865414,-0.7003771549467054,-0.9752244179322719,0.6284068543374908,Stayed,No,63,0.7427930526706735,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6485-QXWWE,51,No,No,3,United States,California,Old Station,96071,40.656287,-121.428965,182,Q3,No,0,62,Offer B,Yes,2.83,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,26.0,1638.7,0.0,-0.27330037394865414,-0.6775800828617636,-0.4259052621606919,-0.20383637151789624,Stayed,No,46,0.11386923204333327,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7321-VGNKU,45,No,No,0,United States,California,Paskenta,96074,39.884395,-122.587513,263,Q3,Yes,1,2,Offer E,Yes,7.7,No,Yes,Fiber Optic,22,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.35,120.25,0.0,0.5234109396773273,-0.8666422257589532,-1.0047915965352776,-0.20383637151789624,Joined,No,39,0.436784419515973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5327-CNLUQ,33,No,No,0,United States,California,Paynes Creek,96075,40.343213,-121.815412,433,Q3,Yes,1,48,Offer B,Yes,6.1,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,96.9,4473.45,0.0,-0.27330037394865414,-0.5389786093670978,0.6044922385139323,0.6284068543374908,Stayed,No,38,-1.510850637910629,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7552-KEYGT,53,No,No,0,United States,California,Platina,96076,40.367964,-122.937379,215,Q3,Yes,1,27,Offer C,Yes,44.19,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.55,520.55,0.0,-0.27330037394865414,0.5244870854637576,-0.4609768016014903,0.6284068543374908,Stayed,No,44,0.025109821874152186,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5816-JMLGY,28,Yes,No,0,United States,California,Red Bluff,96080,40.186772,-122.388361,26438,Q3,Yes,4,70,None,Yes,39.78,No,Yes,DSL,52,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.4,5717.85,0.0,-0.27330037394865414,2.4043242000244867,1.9085754954676606,1.460650080192878,Stayed,No,28,1.6625096075665688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2927-QRRQV,44,No,No,0,United States,California,Scott Bar,96085,41.737962,-123.07557,88,Q3,Yes,1,46,Offer B,Yes,10.13,Yes,Yes,Fiber Optic,3,No,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,94.65,4312.5,0.0,-0.27330037394865414,-0.33441918223392714,0.6087609977432411,0.6284068543374908,Stayed,No,79,-0.23694177005390624,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6265-SXWBU,35,No,No,2,United States,California,Shingletown,96088,40.497441,-121.827524,4231,Q3,Yes,9,69,None,Yes,42.45,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,95.75,6511.25,0.0,-0.27330037394865414,2.5749478820281047,2.2359226617151986,0.6284068543374908,Stayed,No,74,0.981175468553617,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7941-RCJOW,34,No,No,0,United States,California,Tehama,96090,40.021787,-122.127576,405,Q3,No,0,65,Offer B,Yes,44.7,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.55,1218.65,0.0,-0.27330037394865414,2.547130729302696,0.38037365297515247,1.460650080192878,Stayed,No,76,-0.0771748317493803,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2387-KDZQY,46,No,No,0,United States,California,Weaverville,96093,40.759401,-122.939337,3749,Q3,No,0,17,None,Yes,31.6,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.1,279.5,0.0,-0.27330037394865414,-0.250294442654158,-0.7740587029510848,0.6284068543374908,Stayed,No,51,-1.872650900314529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3584-WKTTW,23,Yes,No,0,United States,California,Weed,96094,41.465121,-122.380947,5896,Q3,Yes,2,51,Offer B,Yes,39.32,Yes,Yes,Fiber Optic,76,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.55,5720.35,0.0,-0.27330037394865414,1.483842213788563,1.6374482024061228,0.6284068543374908,Stayed,No,35,-0.2935787270190027,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3399-BMLVW,40,No,No,0,United States,California,Whitmore,96096,40.637105,-121.906949,843,Q3,Yes,5,51,Offer B,Yes,9.53,No,Yes,DSL,10,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,60.5,3121.45,0.0,-0.27330037394865414,-0.3107362135653738,0.20003515493696333,-0.20383637151789624,Stayed,No,75,0.5018746536400391,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971-DTCZB,52,No,No,0,United States,California,Yreka,96097,41.764869,-122.671316,9538,Q3,Yes,6,72,None,Yes,42.64,Yes,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.95,6468.6,0.0,-0.27330037394865414,2.7415318756104523,2.270261217150965,-0.20383637151789624,Stayed,No,54,1.4291991579790073,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3374-PZLXD,31,No,No,0,United States,California,Blairsden Graeagle,96103,39.783747,-120.661032,1839,Q3,No,0,34,Offer C,Yes,36.52,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.7,675.6,0.0,-0.27330037394865414,0.5818341243095564,-0.3899122571135669,-0.20383637151789624,Stayed,No,73,-0.22341652659955485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3813-DHBBB,39,No,No,0,United States,California,Cedarville,96104,41.505916,-120.152505,857,Q3,Yes,10,67,None,No,0.0,No,Yes,DSL,6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,50.95,3521.7,0.0,-0.27330037394865414,-0.884832635609114,0.17009450353139322,-0.20383637151789624,Stayed,No,77,1.686178783611684,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
